psmid|articleid|assetid|counter
cho_iaxx_1961_0037_000_0000|64|AIDVDQ150368579|9
cho_iaxx_1961_0037_000_0000|75|IYTXPW610500217|9
cho_iaxx_1961_0037_000_0000|99|GJANPG360666922|9
cho_iaxx_1962_0038_000_0000|26|OTTKFP378295698|9
cho_iaxx_1962_0038_000_0000|47|FMHNCZ930886787|9
cho_iaxx_1962_0038_000_0000|85|NXBUWN805833919|9
cho_iaxx_1962_0038_000_0000|90|XXQVOF090931988|9
cho_iaxx_1963_0039_000_0000|95|CUMTGI745966742|9
cho_iaxx_1964_0040_000_0000|55|MSAFUY382128566|9
cho_iaxx_1964_0040_000_0000|84|IRIHAW928449405|9
cho_iaxx_1964_0040_000_0000|82|IZSEAG704602928|9
cho_iaxx_1965_0041_000_0000|76|SYKJIG116151667|9
cho_iaxx_1966_0042_000_0000|109|TNDQED829731972|9
cho_iaxx_1967_0043_000_0000|102|MTFAUY951467991|9
cho_iaxx_1976_0052_000_0000|18|QUKVNU327711448|9
cho_iaxx_1968_0044_000_0000|104|NZGVZK162044547|9
cho_iaxx_1968_0044_000_0000|51|YNMXIQ369998980|9
cho_iaxx_1968_0044_000_0000|83|XEHQDX923458032|9
cho_iaxx_1969_0045_000_0000|102|HYDBCT311958492|9
cho_iaxx_1969_0045_000_0000|49|SOBLEY689327495|9
cho_iaxx_1969_0045_000_0000|51|ILFMWT616568996|9
cho_iaxx_1976_0052_000_0000|40|GMFRMZ486504910|9
cho_iaxx_1971_0047_000_0000|100|RTZOAP970644353|9
cho_iaxx_1971_0047_000_0000|108|COOVNE320654507|9
cho_iaxx_1971_0047_000_0000|15|VBBYTD735593706|9
cho_iaxx_1971_0047_000_0000|50|ZVQGPW668745511|9
cho_iaxx_1972_0048_000_0000|17|IVQXMD841782832|9
cho_iaxx_1972_0048_000_0000|39|OTZULX541266973|9
cho_iaxx_1972_0048_000_0000|42|VSRIAV195949432|9
cho_iaxx_1972_0048_000_0000|67|HFEKYZ013583781|9
cho_iaxx_1972_0048_000_0000|82|KEDDUA379450538|9
cho_iaxx_1972_0048_000_0000|85|IPXNET864600092|9
cho_iaxx_1973_0049_000_0000|43|XGYACT055347492|9
cho_iaxx_1973_0049_000_0000|21|XDHCUV122798340|9
cho_iaxx_1973_0049_000_0000|70|MUIULD787842009|9
cho_iaxx_1973_0049_000_0000|94|HETOZD730169403|9
cho_iaxx_1974_0050_000_0000|63|XVZUOY784574786|9
cho_iaxx_1974_0050_000_0000|93|OYTWPS736392565|9
cho_iaxx_1976_0052_000_0000|22|EZNUDO134542477|9
cho_iaxx_1976_0052_000_0000|93|LNMRVN691114023|9
cho_iaxx_1977_0053_000_0000|94|GOBNTL701612280|9
cho_iaxx_1978_0054_000_0000|98|ZQGEMW236785255|9
cho_iaxx_1950_0026_000_0000|95|FTODNG551511851|9
cho_bcrc_1933_0003_000_0000|4|GSFGVS003874460|8
cho_book_1979_brownlie_000_0000|20|HYSMOO826491062|8
cho_bcrc_1938_0007_000_0000|4|BLQAKP342890275|8
cho_book_1979_brownlie_000_0000|46|NOZKKA674995311|8
cho_book_1979_brownlie_000_0000|60|UWDIGN080405332|8
cho_byil_1931_0012_000_0000|32|ITNACC430596459|8
cho_diax_1951_0000_000_0000|71|EUPYGH520265922|8
cho_iaxx_1926_0005_000_0000|40|BXJBYP268953183|8
cho_iaxx_1926_0005_000_0000|9|LAOVIJ208216279|8
cho_iaxx_1930_0009_000_0000|100|EMWMHI620417932|8
cho_iaxx_1930_0009_000_0000|44|UQFEEX400037778|8
cho_iaxx_1932_0011_000_0000|12|CVMPWA404948581|8
cho_iaxx_1933_0012_000_0000|55|RPFVVL699049205|8
cho_iaxx_1933_0012_000_0000|92|SNKPIR659480567|8
cho_iaxx_1934_0013_000_0000|91|YMCMJC286060348|8
cho_iaxx_1935_0014_000_0000|130|RXTHGU011822123|8
cho_iaxx_1935_0014_000_0000|48|WLLDSE875209255|8
cho_iaxx_1936_0015_000_0000|60|SNCJWD763185065|8
cho_iaxx_1936_0015_000_0000|80|BPCDOD718759748|8
cho_iaxx_1937_0016_000_0000|42|OAIYIY569052304|8
cho_iaxx_1938_0017_000_0000|102|HEDQMK284042439|8
cho_iaxx_1938_0017_000_0000|124|ENJXNQ234569050|8
cho_iaxx_1938_0017_000_0000|87|AXAWRL274726555|8
cho_iaxx_1938_0017_000_0000|90|SKOTGN662235900|8
cho_iaxx_1940-1943_0019_000_0000|108|HVPPUP659381428|8
cho_iaxx_1940-1943_0019_000_0000|132|SIPPSF990417160|8
cho_iaxx_1944_0020_000_0000|66|DZZLII851031961|8
cho_iaxx_1945_0021_000_0000|17|DPWUZY992957988|8
cho_iaxx_1945_0021_000_0000|74|QCNGDQ017567634|8
cho_iaxx_1945_0021_000_0000|95|PFHXHM853869654|8
cho_iaxx_1946_0022_000_0000|27|JBGHKK367383016|8
cho_iaxx_1946_0022_000_0000|50|YXOYDH370660944|8
cho_iaxx_1947_0023_000_0000|22|WASHUS597952267|8
cho_iaxx_1947_0023_000_0000|74|OAMMQX672523677|8
cho_iaxx_1947_0023_000_0000|73|AYBQJX618045411|8
cho_iaxx_1947_0023_000_0000|79|GWPVFV943786660|8
cho_iaxx_1947_0023_000_0000|82|ULIPSJ465810149|8
cho_iaxx_1948_0024_000_0000|110|UGSBSG141042201|8
cho_iaxx_1948_0024_000_0000|54|RFSNEA269539311|8
cho_iaxx_1948_0024_000_0000|77|XROMIR974068369|8
cho_iaxx_1949_0025_000_0000|125|TKHKIC541807814|8
cho_iaxx_1949_0025_000_0000|124|CTNQAI417928021|8
cho_iaxx_1949_0025_000_0000|20|JOYPLT456300898|8
cho_iaxx_1949_0025_000_0000|24|WVIVTZ423213256|8
cho_iaxx_1949_0025_000_0000|56|UOJNKN125687320|8
cho_iaxx_1950_0026_000_0000|120|YADWCK894680982|8
cho_iaxx_1950_0026_000_0000|22|UIZPAA190501545|8
cho_iaxx_1950_0026_000_0000|52|XZDCFL611253808|8
cho_iaxx_1951_0027_000_0000|16|NDEEKY954626837|8
cho_iaxx_1951_0027_000_0000|78|MTGQPH188859853|8
cho_iaxx_1951_0027_000_0000|62|XHYTZC052479781|8
cho_iaxx_1952_0028_000_0000|33|LIFSQC253276710|8
cho_iaxx_1952_0028_000_0000|129|MTPGMU066390247|8
cho_iaxx_1952_0028_000_0000|95|PKWBWG581432158|8
cho_iaxx_1952_0028_000_0000|62|DHUDFB588475801|8
cho_iaxx_1952_0028_000_0000|88|BWZORD161109034|8
cho_iaxx_1954_0030_000_0000|123|GBZCGF520169374|8
cho_iaxx_1954_0030_000_0000|134|DDSFER451610827|8
cho_iaxx_1954_0030_000_0000|49|ILPPZZ382848407|8
cho_iaxx_1955_0031_000_0000|100|PCXWWZ520611832|8
cho_iaxx_1955_0031_000_0000|56|KHGBNL612193549|8
cho_iaxx_1955_0031_000_0000|90|YHJFEK154911796|8
cho_iaxx_1955_0031_000_0000|93|XJHESW233694834|8
cho_iaxx_1956_0032_000_0000|28|MRYSUY614727638|8
cho_iaxx_1956_0032_000_0000|27|XOMBCW424917597|8
cho_iaxx_1956_0032_000_0000|84|XXUVZZ085932890|8
cho_iaxx_1956_0032_000_0000|89|RIHRQQ818334882|8
cho_iaxx_1957_0033_000_0000|126|POVALV538964203|8
cho_iaxx_1957_0033_000_0000|69|BOMFZN430711479|8
cho_iaxx_1958_0034_000_0000|114|QJBPDW145231815|8
cho_iaxx_1958_0034_000_0000|121|LMQYSA741429076|8
cho_iaxx_1958_0034_000_0000|22|ZQCEYE411892209|8
cho_iaxx_1958_0034_000_0000|47|KPUDUV191715739|8
cho_iaxx_1958_0034_000_0000|61|MKYOOR841400535|8
cho_iaxx_1958_0034_000_0000|87|UJGCJO550099065|8
cho_iaxx_1958_0034_000_0000|89|MMIQFD818138857|8
cho_iaxx_1958_0034_000_0000|93|JETHAR235758244|8
cho_iaxx_1959_0035_000_0000|104|YHDIMI691180883|8
cho_iaxx_1959_0035_000_0000|18|IKNPYB944267266|8
cho_iaxx_1959_0035_000_0000|55|PVWDBP968019171|8
cho_iaxx_1959_0035_000_0000|65|RKRARU077717331|8
cho_iaxx_1959_0035_000_0000|67|DZKSAJ369295664|8
cho_iaxx_1960_0036_000_0000|21|DIKQAT645343947|8
cho_iaxx_1960_0036_000_0000|62|LLNZNI672637456|8
cho_iaxx_1961_0037_000_0000|16|IVIPTW478805836|8
cho_iaxx_1960_0036_000_0000|96|KXYYIF893663122|8
cho_iaxx_1960_0036_000_0000|94|QSYERV701287314|8
cho_iaxx_1960_0036_000_0000|95|UYCJHC570392371|8
cho_iaxx_1961_0037_000_0000|18|EHAMYO399583128|8
cho_iaxx_1965_0041_000_0000|101|CBTLEL515046956|8
cho_iaxx_1961_0037_000_0000|92|ZCUTID103851889|8
cho_iaxx_1961_0037_000_0000|95|SYRDTM706921215|8
cho_iaxx_1962_0038_000_0000|109|NTBSWI883880065|8
cho_iaxx_1962_0038_000_0000|27|ZRJWOL516743477|8
cho_iaxx_1962_0038_000_0000|84|TCZVYL178249020|8
cho_iaxx_1962_0038_000_0000|87|CWCWPC624836622|8
cho_iaxx_1963_0039_000_0000|21|PCJFOO592142846|8
cho_iaxx_1963_0039_000_0000|22|OIKBLN424421574|8
cho_iaxx_1964_0040_000_0000|23|DLHMMN970358382|8
cho_iaxx_1964_0040_000_0000|110|ANCMWT248625466|8
cho_iaxx_1964_0040_000_0000|112|YJGVHF072623016|8
cho_iaxx_1964_0040_000_0000|50|SHJBMH753927447|8
cho_iaxx_1965_0041_000_0000|25|HMMMFT739862351|8
cho_iaxx_1965_0041_000_0000|74|OCOSQX083008242|8
cho_iaxx_1965_0041_000_0000|99|IFVAUI512076160|8
cho_iaxx_1966_0042_000_0000|53|IDZHYR578354973|8
cho_iaxx_1966_0042_000_0000|75|SGXJOO151091074|8
cho_iaxx_1967_0043_000_0000|19|WWIOXQ767503717|8
cho_iaxx_1967_0043_000_0000|75|RROVMO866001711|8
cho_iaxx_1967_0043_000_0000|74|CCWYIU422943952|8
cho_iaxx_1967_0043_000_0000|78|BHWCGX460708279|8
cho_iaxx_1967_0043_000_0000|79|CCVXLT939479839|8
cho_iaxx_1968_0044_000_0000|107|EMVCSQ577045015|8
cho_iaxx_1968_0044_000_0000|111|MXQHQP282735188|8
cho_iaxx_1968_0044_000_0000|73|IMIZBZ873988419|8
cho_iaxx_1968_0044_000_0000|81|EQETBP887459168|8
cho_iaxx_1969_0045_000_0000|106|JRYCYS793042378|8
cho_iaxx_1969_0045_000_0000|24|FTNLBT326556340|8
cho_iaxx_1969_0045_000_0000|44|LVTERL512938066|8
cho_iaxx_1969_0045_000_0000|79|NAWVIH161355886|8
cho_iaxx_1969_0045_000_0000|52|ZTHBAB078628174|8
cho_iaxx_1969_0045_000_0000|84|TRECCU071464481|8
cho_iaxx_1969_0045_000_0000|98|LOHYDZ477368216|8
cho_iaxx_1971_0047_000_0000|26|GDYXGE910127693|8
cho_iaxx_1971_0047_000_0000|20|DQSPNP297894264|8
cho_iaxx_1971_0047_000_0000|44|JJJPID087659366|8
cho_iaxx_1971_0047_000_0000|48|GIWSCZ172510082|8
cho_iaxx_1971_0047_000_0000|97|IACKPD719625356|8
cho_iaxx_1972_0048_000_0000|14|FULPSH272310884|8
cho_iaxx_1972_0048_000_0000|46|GOHYUT773000754|8
cho_iaxx_1972_0048_000_0000|80|FEQQWD407379706|8
cho_iaxx_1973_0049_000_0000|14|XXNDPW892521443|8
cho_iaxx_1973_0049_000_0000|37|XMXXFC012046874|8
cho_iaxx_1973_0049_000_0000|67|GHFJUV857735164|8
cho_iaxx_1973_0049_000_0000|65|NBUYGM252453112|8
cho_iaxx_1973_0049_000_0000|68|QAZEFC962259809|8
cho_iaxx_1974_0050_000_0000|44|EBWGMS727678499|8
cho_iaxx_1976_0052_000_0000|38|ORUVHU837494449|8
cho_iaxx_1975_0051_000_0000|69|FNMYZA317491337|8
cho_iaxx_1976_0052_000_0000|21|ROGPUQ113557480|8
cho_iaxx_1976_0052_000_0000|71|UTGKSF242320183|8
cho_iaxx_1976_0052_000_0000|87|MKCRXM117477852|8
cho_iaxx_1977_0053_000_0000|18|HKMTVK968663150|8
cho_iaxx_1979_0055_000_0000|110|OCRNOF211606186|8
cho_iaxx_1978_0054_000_0000|42|JPNWUQ865298152|8
cho_iaxx_1978_0054_000_0000|43|FMHWVS905180249|8
cho_iaxx_1978_0054_000_0000|70|USGRZH334046333|8
cho_iaxx_1978_0054_000_0000|73|DWZURW097386972|8
cho_iaxx_1978_0054_000_0000|71|NXQOZG993776572|8
cho_iaxx_1979_0055_000_0000|25|DYSJZO184916773|8
cho_iaxx_1979_0055_000_0000|77|TEDSMV289807292|8
cho_iaxx_1979_0055_000_0000|51|QVZSQF423652502|8
cho_iaxx_1952_0028_000_0000|128|IXYMCY882055929|8
cho_iaxx_1947_0023_000_0000|26|PBKUGN306870524|8
cho_iaxx_1927_0006_000_0000|8|YHPKOO606569521|8
cho_iaxx_1926_0005_000_0000|32|QDRQDC735241737|8
cho_book_1956_0002_001_0000|6|UXUCPS594324900|7
cho_book_1979_brownlie_000_0000|102|AAWFHW275322694|7
cho_book_1979_brownlie_000_0000|113|AHBDND116687743|7
cho_book_1979_brownlie_000_0000|31|OIFLYP432166479|7
cho_book_1979_brownlie_000_0000|41|MATBJL852955217|7
cho_book_1979_brownlie_000_0000|74|QPMKFU106364397|7
cho_book_1979_brownlie_000_0000|79|HUPNXH769987852|7
cho_book_1979_brownlie_000_0000|89|HJIRJJ597263895|7
cho_byil_1921_0002_000_0000|20|JUGWBJ932394408|7
cho_diax_1932_0000_000_0000|108|FFXVGQ395279632|7
cho_diax_1938_0002_000_0000|153|RJZQSA978903852|7
cho_dsca_1952-1962_0000_000_0000|94|GMITNK132510157|7
cho_iaxx_1938_0017_000_0000|69|XASVEH330009410|7
cho_iaxx_1929_0008_000_0000|17|FHTQNV875916136|7
cho_iaxx_1929_0008_000_0000|58|GIXOQF992140454|7
cho_iaxx_1930_0009_000_0000|121|FUMTZO967785019|7
cho_iaxx_1930_0009_000_0000|15|FTPSPE987970246|7
cho_iaxx_1930_0009_000_0000|65|KVYMNP888201399|7
cho_iaxx_1930_0009_000_0000|78|JBXYWN373533702|7
cho_iaxx_1931_0010_000_0000|126|RHRFAW298886885|7
cho_iaxx_1931_0010_000_0000|43|PGAYCG181290022|7
cho_iaxx_1931_0010_000_0000|83|LPJJDE904565261|7
cho_iaxx_1932_0011_000_0000|13|BGSYJK472895968|7
cho_iaxx_1933_0012_000_0000|52|DQYJPM833362305|7
cho_iaxx_1934_0013_000_0000|69|YXOAFX495250428|7
cho_iaxx_1935_0014_000_0000|102|JNOYPR102290190|7
cho_iaxx_1934_0013_000_0000|86|YMVALN359704100|7
cho_iaxx_1935_0014_000_0000|101|JKKYZH125891240|7
cho_iaxx_1935_0014_000_0000|110|FGNDSX683040234|7
cho_iaxx_1935_0014_000_0000|132|XLREHJ387102530|7
cho_iaxx_1935_0014_000_0000|85|KABBXV866107070|7
cho_iaxx_1936_0015_000_0000|111|GOIODE377285481|7
cho_iaxx_1936_0015_000_0000|126|GUMEMC324474317|7
cho_iaxx_1936_0015_000_0000|15|UZZTSL994282151|7
cho_iaxx_1936_0015_000_0000|14|SLMWVU395866295|7
cho_iaxx_1937_0016_000_0000|37|IXPRVU330275452|7
cho_iaxx_1937_0016_000_0000|54|HGMPRW887856905|7
cho_iaxx_1937_0016_000_0000|84|IXOUCT665750178|7
cho_iaxx_1938_0017_000_0000|121|WWKISZ198191240|7
cho_iaxx_1938_0017_000_0000|40|RBZCLH721498392|7
cho_iaxx_1938_0017_000_0000|41|NZCZPZ152204413|7
cho_iaxx_1938_0017_000_0000|62|NIOEJK413231339|7
cho_iaxx_1938_0017_000_0000|48|NETWFK935921143|7
cho_iaxx_1938_0017_000_0000|88|NJYOCN062582405|7
cho_iaxx_1940-1943_0019_000_0000|139|GUPBFK891790018|7
cho_iaxx_1940-1943_0019_000_0000|136|LOCVSR405083556|7
cho_iaxx_1940-1943_0019_000_0000|174|RBATGX190157307|7
cho_iaxx_1940-1943_0019_000_0000|192|UEKGKZ395280266|7
cho_iaxx_1940-1943_0019_000_0000|22|MSIXWY907462795|7
cho_iaxx_1940-1943_0019_000_0000|311|ZYOSXZ574932674|7
cho_iaxx_1940-1943_0019_000_0000|34|VXPTUP748134259|7
cho_iaxx_1940-1943_0019_000_0000|316|REVAVC246692337|7
cho_iaxx_1944_0020_000_0000|101|MGZWGD118881614|7
cho_iaxx_1940-1943_0019_000_0000|79|XBNAUN003343778|7
cho_iaxx_1940-1943_0019_000_0000|80|WKMXHG057261168|7
cho_iaxx_1944_0020_000_0000|22|KCHCCA575869835|7
cho_iaxx_1957_0033_000_0000|137|VGTXZC581879004|7
cho_iaxx_1944_0020_000_0000|71|YOVGAU139797118|7
cho_iaxx_1944_0020_000_0000|70|EOUFIZ499268249|7
cho_iaxx_1946_0022_000_0000|101|QWSJCV064354059|7
cho_iaxx_1944_0020_000_0000|76|OWFSCI517532938|7
cho_iaxx_1945_0021_000_0000|46|VPAHXB201163393|7
cho_iaxx_1946_0022_000_0000|100|DCJGRE345668125|7
cho_iaxx_1946_0022_000_0000|65|QUXFVF457460570|7
cho_iaxx_1946_0022_000_0000|70|QSHKJY619581741|7
cho_iaxx_1947_0023_000_0000|104|FZQTME383753790|7
cho_iaxx_1947_0023_000_0000|68|WKMJKX350814673|7
cho_iaxx_1948_0024_000_0000|101|TWRNTB929813499|7
cho_iaxx_1950_0026_000_0000|15|KXGJKA461914465|7
cho_iaxx_1948_0024_000_0000|40|EJRAUF747598212|7
cho_iaxx_1948_0024_000_0000|57|INCDAQ095054762|7
cho_iaxx_1948_0024_000_0000|58|DJUPHG581234851|7
cho_iaxx_1949_0025_000_0000|115|YPLECN845620137|7
cho_iaxx_1949_0025_000_0000|63|HEQLBS831688043|7
cho_iaxx_1949_0025_000_0000|78|YAATBP085442389|7
cho_iaxx_1950_0026_000_0000|123|PYEGJI237814396|7
cho_iaxx_1951_0027_000_0000|126|QGYDLN753646445|7
cho_iaxx_1951_0027_000_0000|56|NMJTOG745435934|7
cho_iaxx_1951_0027_000_0000|93|KOYJYK264459535|7
cho_iaxx_1952_0028_000_0000|124|AUCVWX770664198|7
cho_iaxx_1952_0028_000_0000|31|IFFJAF860766698|7
cho_iaxx_1952_0028_000_0000|35|PMDAEZ304462241|7
cho_iaxx_1952_0028_000_0000|68|QMZXXE703713630|7
cho_iaxx_1952_0028_000_0000|84|SRIUMF339065733|7
cho_iaxx_1954_0030_000_0000|30|LPFNRT676507861|7
cho_iaxx_1954_0030_000_0000|51|MCLUTI164010614|7
cho_iaxx_1955_0031_000_0000|63|FTLFQF588078010|7
cho_iaxx_1954_0030_000_0000|99|AROFNT152166086|7
cho_iaxx_1955_0031_000_0000|121|OUDFQU466706575|7
cho_iaxx_1955_0031_000_0000|125|ZXGICY646131336|7
cho_iaxx_1955_0031_000_0000|123|CMJTYP525597164|7
cho_iaxx_1955_0031_000_0000|127|DDXEJC419181346|7
cho_iaxx_1955_0031_000_0000|30|UVIPMQ359686333|7
cho_iaxx_1956_0032_000_0000|121|TMOKPC358616421|7
cho_iaxx_1956_0032_000_0000|114|CAXBJW321717039|7
cho_iaxx_1956_0032_000_0000|128|FWBVFX953621120|7
cho_iaxx_1956_0032_000_0000|57|GMJQJE993122925|7
cho_iaxx_1956_0032_000_0000|58|YVTLGU208896964|7
cho_iaxx_1956_0032_000_0000|63|DRXGDJ905811477|7
cho_iaxx_1956_0032_000_0000|61|QNHUPR404891675|7
cho_iaxx_1956_0032_000_0000|82|LRJHYG476045663|7
cho_iaxx_1956_0032_000_0000|94|DGRNRP520491472|7
cho_iaxx_1957_0033_000_0000|100|GRPBCT886324216|7
cho_iaxx_1957_0033_000_0000|129|ODDURC476737020|7
cho_iaxx_1957_0033_000_0000|65|OZUIGS898756011|7
cho_iaxx_1957_0033_000_0000|64|CBKBXS924677248|7
cho_iaxx_1957_0033_000_0000|96|KAJDHF704896603|7
cho_iaxx_1957_0033_000_0000|67|IPOVHP526598097|7
cho_iaxx_1958_0034_000_0000|125|UNPIUU090335121|7
cho_iaxx_1958_0034_000_0000|127|OFTQMH438896720|7
cho_iaxx_1958_0034_000_0000|46|DXZGZZ004485014|7
cho_iaxx_1959_0035_000_0000|100|NNWYSD862550896|7
cho_iaxx_1958_0034_000_0000|80|GAZTHQ679418066|7
cho_iaxx_1958_0034_000_0000|56|MWFQMA057092552|7
cho_iaxx_1959_0035_000_0000|21|JLCLMR516427824|7
cho_iaxx_1959_0035_000_0000|91|LNRWUO686410992|7
cho_iaxx_1960_0036_000_0000|120|MMFQMY448417814|7
cho_iaxx_1960_0036_000_0000|125|OCDLCS159031320|7
cho_iaxx_1960_0036_000_0000|132|BUVTOP821333132|7
cho_iaxx_1960_0036_000_0000|27|SGIGAJ910907271|7
cho_iaxx_1960_0036_000_0000|37|LIXVGY834945373|7
cho_iaxx_1960_0036_000_0000|58|LHZVKV570164461|7
cho_iaxx_1960_0036_000_0000|85|YJMTFL824586809|7
cho_iaxx_1960_0036_000_0000|90|RTVXXA108868661|7
cho_iaxx_1961_0037_000_0000|100|FTPYTL485285069|7
cho_iaxx_1961_0037_000_0000|17|EEBRLN258975426|7
cho_iaxx_1961_0037_000_0000|22|TEWLRD329496476|7
cho_iaxx_1961_0037_000_0000|26|EXWOTD230294632|7
cho_iaxx_1961_0037_000_0000|49|TKLZPX465399639|7
cho_iaxx_1961_0037_000_0000|61|KPTVEF605672131|7
cho_iaxx_1961_0037_000_0000|60|CCBTUO986841822|7
cho_iaxx_1961_0037_000_0000|67|JNLKWB797963117|7
cho_iaxx_1961_0037_000_0000|98|AXLWGW767213662|7
cho_iaxx_1962_0038_000_0000|120|ZHFUKA204584474|7
cho_iaxx_1962_0038_000_0000|19|ZUSAXD747159769|7
cho_iaxx_1962_0038_000_0000|55|XXIZRE688805011|7
cho_iaxx_1963_0039_000_0000|87|QLQQNF743573015|7
cho_iaxx_1962_0038_000_0000|83|NLVUBI615826880|7
cho_iaxx_1962_0038_000_0000|91|XKTOHM012139124|7
cho_iaxx_1963_0039_000_0000|25|XLKLTQ209589203|7
cho_iaxx_1963_0039_000_0000|48|LLGGFP302400715|7
cho_iaxx_1963_0039_000_0000|91|ZHPWEQ869024253|7
cho_iaxx_1964_0040_000_0000|24|VQVXBQ098644059|7
cho_iaxx_1964_0040_000_0000|28|ZFOTQF411231039|7
cho_iaxx_1964_0040_000_0000|47|HWTJSQ786533657|7
cho_iaxx_1964_0040_000_0000|51|RKCDTM703393913|7
cho_iaxx_1965_0041_000_0000|21|USWFXD867944505|7
cho_iaxx_1965_0041_000_0000|52|NTUDHI856648800|7
cho_iaxx_1965_0041_000_0000|47|JIFFEJ386847177|7
cho_iaxx_1966_0042_000_0000|104|CQSDKF895645912|7
cho_iaxx_1966_0042_000_0000|21|WCLMVH406598854|7
cho_iaxx_1967_0043_000_0000|48|YPMHRR925012540|7
cho_iaxx_1966_0042_000_0000|81|HPPMXF844747566|7
cho_iaxx_1967_0043_000_0000|101|WBIYUM766998650|7
cho_iaxx_1967_0043_000_0000|103|QSHXFE804056527|7
cho_iaxx_1967_0043_000_0000|15|OZIQBU262895370|7
cho_iaxx_1967_0043_000_0000|25|URNVQR022082291|7
cho_iaxx_1967_0043_000_0000|52|NYNDOF306477516|7
cho_iaxx_1967_0043_000_0000|70|CPPQEM399889820|7
cho_iaxx_1968_0044_000_0000|103|GPCRAQ000856733|7
cho_iaxx_1968_0044_000_0000|106|CCIGUF316656334|7
cho_iaxx_1968_0044_000_0000|23|KFKAZI250394992|7
cho_iaxx_1968_0044_000_0000|18|GEKQPW252024501|7
cho_iaxx_1968_0044_000_0000|20|LDYTRQ985369020|7
cho_iaxx_1968_0044_000_0000|50|AJYSMY979522481|7
cho_iaxx_1968_0044_000_0000|74|VBCCWT489481260|7
cho_iaxx_1968_0044_000_0000|85|FNMIMJ516045144|7
cho_iaxx_1969_0045_000_0000|101|TLEQTR640690785|7
cho_iaxx_1969_0045_000_0000|100|EHVGOD611684970|7
cho_iaxx_1969_0045_000_0000|104|DGSKWX261288027|7
cho_iaxx_1969_0045_000_0000|109|NNPDBI776410345|7
cho_iaxx_1969_0045_000_0000|23|UINHTL091955115|7
cho_iaxx_1969_0045_000_0000|43|FDUOJA192684131|7
cho_iaxx_1969_0045_000_0000|75|LKVFOF642472173|7
cho_iaxx_1969_0045_000_0000|83|DJFAYR183706678|7
cho_iaxx_1971_0047_000_0000|24|QYFQXI293639052|7
cho_iaxx_1971_0047_000_0000|22|COCCTZ263031283|7
cho_iaxx_1971_0047_000_0000|45|KZBIIZ684667595|7
cho_iaxx_1971_0047_000_0000|69|TVTIVJ440518464|7
cho_iaxx_1971_0047_000_0000|74|VURIGX812706803|7
cho_iaxx_1971_0047_000_0000|79|WUJHCM323158342|7
cho_iaxx_1971_0047_000_0000|95|VYTAYN297358968|7
cho_iaxx_1972_0048_000_0000|19|BOWAGA307554295|7
cho_iaxx_1972_0048_000_0000|60|HSVUSU309147390|7
cho_iaxx_1972_0048_000_0000|83|DAXZVZ573692050|7
cho_iaxx_1973_0049_000_0000|41|PDQBFW555960322|7
cho_iaxx_1973_0049_000_0000|62|RMRUDF998350507|7
cho_iaxx_1973_0049_000_0000|88|WYJGBV010837954|7
cho_iaxx_1974_0050_000_0000|18|SMTJKU553255548|7
cho_iaxx_1974_0050_000_0000|42|MDIBEP542617560|7
cho_iaxx_1974_0050_000_0000|69|ESZMPQ553973120|7
cho_iaxx_1974_0050_000_0000|95|WMILSR207759220|7
cho_iaxx_1975_0051_000_0000|19|UUXJOK125942406|7
cho_iaxx_1975_0051_000_0000|22|VJJBSN099901751|7
cho_iaxx_1975_0051_000_0000|26|GACBIM269081115|7
cho_iaxx_1977_0053_000_0000|66|ZSTOSZ622393468|7
cho_iaxx_1977_0053_000_0000|93|FNYCMG697045997|7
cho_iaxx_1978_0054_000_0000|12|ABBMIU978452861|7
cho_iaxx_1978_0054_000_0000|20|XLLCJP735027106|7
cho_iaxx_1978_0054_000_0000|46|HAPMLV254522912|7
cho_iaxx_1978_0054_000_0000|93|GSUDBA128575415|7
cho_iaxx_1979_0055_000_0000|16|EOOTWI660690394|7
cho_iaxx_1979_0055_000_0000|24|VLJTWR503140853|7
cho_iaxx_1979_0055_000_0000|23|ODKPTA786488702|7
cho_iaxx_1979_0055_000_0000|73|OHYEYB061230844|7
cho_iaxx_1955_0031_000_0000|92|TXKESM307104500|7
cho_iaxx_1952_0028_000_0000|26|PAYWCR295459650|7
cho_iaxx_1949_0025_000_0000|79|XWZFQF660688378|7
cho_iaxx_1957_0033_000_0000|138|UXRGJE793978898|7
cho_iaxx_1949_0025_000_0000|122|YTHTCC157394408|7
cho_iaxx_1947_0023_000_0000|20|IMWVCK258916291|7
cho_iaxx_1947_0023_000_0000|100|MBTQBX827542715|7
cho_iaxx_1946_0022_000_0000|63|JMTTGU877777240|7
cho_iaxx_1946_0022_000_0000|64|DPSMHM816130952|7
cho_iaxx_1936_0015_000_0000|84|YICAXJ686269381|7
cho_iaxx_1934_0013_000_0000|52|MIWLPN451901999|7
cho_iaxx_1934_0013_000_0000|72|NSXUJX784733554|7
cho_iaxx_1930_0009_000_0000|128|IGVRAU532898141|7
cho_iaxx_1926_0005_000_0000|55|SUAXCD540731342|7
cho_book_1979_brownlie_000_0000|80|PYZKZX421142227|7
cho_book_1938_0000_003_0000|23|HKRIBU832727891|6
cho_book_1970_higgins_000_0000|43|UAVUUD380961206|6
cho_book_1979_brownlie_000_0000|111|VZUTAO824991226|6
cho_book_1979_brownlie_000_0000|43|CFATMO457733847|6
