"psmid"|"early_articlesequence"|"latest_articlesequence"|"early_fulltitle"|"latest_fulltitle"|"early_aucomposed"|"latest_aucomposed"|"early_assetid"|"latest_assetid"|"atlashubuid"
"cho_byil_1931_0012_000_0000"|"33"|"33"|"Bibliography"|"Mandates"|""|"H. A. S. / J. L. B. / H. L. / A. P. H. / N. B. / A. P. F. / Lucy Mair / C. J. H. / Alfred Zimmern / W. I. J."|"QCFDZJ888597070"|"IVVWJG000570610"|""
"cho_byil_1932_0013_000_0000"|"38"|"38"|"Annual Digest of Public International Law Cases 1927-1928"|"Academie de Droit International: Recueil des Cours, 1930"|"A. P. F."|"J. L. B."|"EFFQZV389832803"|"EFFQZV389832803"|""
"cho_byil_1932_0013_000_0000"|"39"|"39"|"La Zona di Tangeri nel Diritto Internazionale e nel Diritto Marocchino"|"Annual Digest of Public International Law Cases 1927-1928"|"Giuseppe M. Palliccia"|"A. P. F."|"JBJRUP084920182"|"JBJRUP084920182"|""
"cho_byil_1932_0013_000_0000"|"40"|"40"|"Le Mandat sur la Palestine"|"La Zona di Tangeri nel Diritto Internazionale e nel Diritto Marocchino"|"A. D. McN"|"Giuseppe M. Palliccia"|"SEJKXD154141383"|"SEJKXD154141383"|""
"cho_byil_1932_0013_000_0000"|"41"|"41"|"La Commission Européenne du Danube et son Œuvre de 1856 à 1931"|"Le Mandat sur la Palestine"|"A. Pearce Higgins"|"A. D. McN"|"FMLMDS691586299"|"FMLMDS691586299"|""
"cho_byil_1932_0013_000_0000"|"42"|"42"|"Public Debts and State Succession"|"La Commission Européenne du Danube et son Œuvre de 1856 à 1931"|"C."|"A. Pearce Higgins"|"RMWUIK127346081"|"RMWUIK127346081"|""
"cho_byil_1932_0013_000_0000"|"43"|"43"|"Fontes Juris Gentium"|"Public Debts and State Succession"|"J. L. B."|"C."|"BAPGVC780885511"|"BAPGVC780885511"|""
"cho_byil_1932_0013_000_0000"|"44"|"44"|"Handboek van het Volkenrecht"|"Fontes Juris Gentium"|"W. I. J."|"J. L. B."|"BCZMBJ434359709"|"BCZMBJ434359709"|""
"cho_byil_1932_0013_000_0000"|"45"|"45"|"La Coutume en Droit International"|"Handboek van het Volkenrecht"|""|"W. I. J."|"KJYULN162324445"|"KJYULN162324445"|""
"cho_byil_1932_0013_000_0000"|"46"|"46"|"The League Committees and World Order. A study of the permanent expert Committees of the League of Nations as an instrument of international government"|"La Coutume en Droit International"|"A. P. H."|""|"ITVTPH881674033"|"ITVTPH881674033"|""
"cho_byil_1932_0013_000_0000"|"47"|"47"|"Transactions of the Grotius Society, Vol. XVI: Problems of Peace and War"|"The League Committees and World Order. A study of the permanent expert Committees of the League of Nations as an instrument of international government"|"A. P. F."|"A. P. H."|"RIZASH625428016"|"RIZASH625428016"|""
"cho_byil_1932_0013_000_0000"|"48"|"48"|"Transactions of the Grotius Society, Vol. XVII: Problems of Peace and War"|"Transactions of the Grotius Society, Vol. XVI: Problems of Peace and War"|"A. D. McN"|"A. P. F."|"PYPPOH436091306"|"PYPPOH436091306"|""
"cho_byil_1932_0013_000_0000"|"49"|"49"|"Les Mesures provisoires de Procédure Internationale et leur Influence sur le Développement du Droit des Gens"|"Transactions of the Grotius Society, Vol. XVII: Problems of Peace and War"|"W."|"A. D. McN"|"ZDRXJW198871683"|"ZDRXJW198871683"|""
"cho_byil_1932_0013_000_0000"|"50"|"50"|"International Legislation. A collection of the texts of multipartite international instruments of general interest"|"Les Mesures provisoires de Procédure Internationale et leur Influence sur le Développement du Droit des Gens"|"J. L. B."|"W."|"BSNRZD814357832"|"BSNRZD814357832"|""
"cho_byil_1932_0013_000_0000"|"51"|"51"|"National Sovereignty and Judicial Autonomy in the British Commonwealth of Nations"|"International Legislation. A collection of the texts of multipartite international instruments of general interest"|"H. A. S."|"J. L. B."|"GEUPLO468529735"|"GEUPLO468529735"|""
"cho_byil_1932_0013_000_0000"|"52"|"52"|"Beroep op Volkenrecht voor 1667 (Appel au droit des gens avant 1667), door Lambertus Vincentius Ledeboer"|"National Sovereignty and Judicial Autonomy in the British Commonwealth of Nations"|"R. W. Lee"|"H. A. S."|"BMTHGH431416138"|"BMTHGH431416138"|""
"cho_byil_1932_0013_000_0000"|"53"|"53"|"Political Handbook of the World, Parliaments, Parties and Press"|"Beroep op Volkenrecht voor 1667 (Appel au droit des gens avant 1667), door Lambertus Vincentius Ledeboer"|"A. P. H."|"R. W. Lee"|"AYMDNR876495853"|"AYMDNR876495853"|""
"cho_byil_1932_0013_000_0000"|"54"|"54"|"Das Armenische Problem im Lichte des Völkerrechts und Menschenrechts"|"Political Handbook of the World, Parliaments, Parties and Press"|"A. H. Charteris"|"A. P. H."|"MSNZBU550981870"|"MSNZBU550981870"|""
"cho_byil_1932_0013_000_0000"|"55"|"55"|"International Law in Peace and War"|"Das Armenische Problem im Lichte des Völkerrechts und Menschenrechts"|"E."|"A. H. Charteris"|"PHYFZU754610043"|"PHYFZU754610043"|""
"cho_byil_1932_0013_000_0000"|"56"|"56"|"Folkeretten i Fredstid og Krigstid"|"International Law in Peace and War"|"J. Jorstad"|"E."|"JQXLAD711861024"|"JQXLAD711861024"|""
"cho_byil_1932_0013_000_0000"|"57"|"57"|"International Adjudications: Modern Series, Vol. III"|"Folkeretten i Fredstid og Krigstid"|"J. L. B."|"J. Jorstad"|"MCFNFJ528409433"|"MCFNFJ528409433"|""
"cho_byil_1932_0013_000_0000"|"58"|"58"|"Ist an dem Begriff der Völkerrechtlichen Servitut festzuhaiten?"|"International Adjudications: Modern Series, Vol. III"|"C. J. Colombos"|"J. L. B."|"QXBECP300448962"|"QXBECP300448962"|""
"cho_byil_1932_0013_000_0000"|"59"|"59"|"Pufendorf. The Elements of Universal Jurisprudence (Elementorum Jurisprudentiae Universales Libri Duo)"|"Ist an dem Begriff der Völkerrechtlichen Servitut festzuhaiten?"|"C."|"C. J. Colombos"|"HWKXWN994520408"|"HWKXWN994520408"|""
"cho_byil_1932_0013_000_0000"|"60"|"60"|"The Geneva Experiment"|"Pufendorf. The Elements of Universal Jurisprudence (Elementorum Jurisprudentiae Universales Libri Duo)"|"J. L. B."|"C."|"WSFFCA926622067"|"WSFFCA926622067"|""
"cho_byil_1932_0013_000_0000"|"61"|"61"|"Code des Prisonniers de Guerre. Commentaire de la Convention du 27 Juillet, 1929, relative au traitement des prisonniers de guerre"|"The Geneva Experiment"|"G. R. W."|"J. L. B."|"DRKOHZ706960449"|"DRKOHZ706960449"|""
"cho_byil_1932_0013_000_0000"|"62"|"62"|"The Economic Uses of International Rivers"|"Code des Prisonniers de Guerre. Commentaire de la Convention du 27 Juillet, 1929, relative au traitement des prisonniers de guerre"|"A. P. H."|"G. R. W."|"ICIZOE609217906"|"ICIZOE609217906"|""
"cho_byil_1932_0013_000_0000"|"63"|"63"|"Droit International Maritime Suédois"|"The Economic Uses of International Rivers"|"A. P. H."|"A. P. H."|"LIVZEA252725444"|"LIVZEA252725444"|""
"cho_byil_1932_0013_000_0000"|"64"|"64"|"The Foreign Relations of the Federal State"|"Droit International Maritime Suédois"|"E. C. S. W."|"A. P. H."|"XOHIWO639469712"|"XOHIWO639469712"|""
"cho_byil_1932_0013_000_0000"|"65"|"65"|"Le Minoranze di Razza, di Lingua, di Religione nel Diritto Internazionale"|"The Foreign Relations of the Federal State"|"Giuseppe M. Palliccia"|"E. C. S. W."|"PSGTMZ316022054"|"PSGTMZ316022054"|""
"cho_byil_1932_0013_000_0000"|"66"|"66"|"Die Deutsch-Oesterreichische Zollunion vor dem Städndigen Internationalen Gerichthof"|"Le Minoranze di Razza, di Lingua, di Religione nel Diritto Internazionale"|"A. P. F."|"Giuseppe M. Palliccia"|"EEWJEC611949204"|"EEWJEC611949204"|""
"cho_byil_1932_0013_000_0000"|"67"|"67"|"International Change and International Peace"|"Die Deutsch-Oesterreichische Zollunion vor dem Städndigen Internationalen Gerichthof"|""|"A. P. F."|"VGMNYA954562839"|"VGMNYA954562839"|""
"cho_byil_1932_0013_000_0000"|"70"|"70"|"The American Journal of International Law, 1931.(Vol. XXXV.) No. 1. January, 1931"|"Reviews of Current Periodicals"|"A. P. H."|""|"PPCKGE692207017"|"PPCKGE692207017"|""
"cho_byil_1932_0013_000_0000"|"71"|"71"|"Revue de Droit International et de Législation Comparée, Tome XII, 1931"|"The American Journal of International Law, 1931.(Vol. XXXV.) No. 1. January, 1931"|"C."|"A. P. H."|"ZCPKTD958827035"|"ZCPKTD958827035"|""
"cho_byil_1932_0013_000_0000"|"72"|"72"|"Zeitschrift für offentliches Recht, herausgegeben"|"Revue de Droit International et de Législation Comparée, Tome XII, 1931"|"B. E. K."|"C."|"LRIIUC534104492"|"LRIIUC534104492"|""
"cho_byil_1932_0013_000_0000"|"73"|"73"|"Niemeyers Zeitschrift für Internationales Recht, Vol. XXXIV (Redaktions-und Verlagsbüro, Kiel, Kitzeberg 22)"|"Zeitschrift für offentliches Recht, herausgegeben"|"J. F. W."|"B. E. K."|"KYHRWS061101028"|"KYHRWS061101028"|""
"cho_byil_1932_0013_000_0000"|"74"|"74"|"Rivista di Diritto Internazionale-Series III, Vol. X(1931)"|"Niemeyers Zeitschrift für Internationales Recht, Vol. XXXIV (Redaktions-und Verlagsbüro, Kiel, Kitzeberg 22)"|"C. J. C."|"J. F. W."|"NWMWEX554333190"|"NWMWEX554333190"|""
"cho_byil_1932_0013_000_0000"|"75"|"75"|"Rivista Italiana di Diritto Internazionale Privato e Processuale"|"Rivista di Diritto Internazionale-Series III, Vol. X(1931)"|""|"C. J. C. / Giuseppe M. Palliccia"|"PTXJGC653290593"|"PTXJGC653290593"|""
"cho_byil_1932_0013_000_0000"|"77"|"77"|"Annuaire de l'Association Yougoslave de Droit International.(Premiére Année 1931.)"|"Acta Juris Hungarici. Revue Trimestrielle de Droit Hongrois. 1 année. Janvier-Mars 1932. No. 1"|"J. F. W."|""|"YABOLY756241002"|"YABOLY756241002"|""
"cho_byil_1932_0013_000_0000"|"78"|"78"|"Bibliography"|"Annuaire de l'Association Yougoslave de Droit International.(Premiére Année 1931.)"|""|"J. F. W."|"SBVGPZ773991592"|"SBVGPZ773991592"|""
"cho_byil_1933_0014_000_0000"|"37"|"37"|"Académie de Droit International: Recueil des Cours, 1931. Vols. 35-8 of the series"|"Reviews of Books"|"J. L. B."|""|"GZQPWZ232387816"|"GZQPWZ232387816"|""
"cho_byil_1933_0014_000_0000"|"38"|"38"|"Annual Digest of Public International Law Cases 1919-22"|"Académie de Droit International: Recueil des Cours, 1931. Vols. 35-8 of the series"|"A. P. F."|"J. L. B."|"LTGRXB894080820"|"LTGRXB894080820"|""
"cho_byil_1933_0014_000_0000"|"39"|"39"|"Folkerett i Fredstid. The Law of Nations in times of Peace"|"Annual Digest of Public International Law Cases 1919-22"|"J. C. Aird"|"A. P. F."|"GLCSUD700822733"|"GLCSUD700822733"|""
"cho_byil_1933_0014_000_0000"|"40"|"40"|"Principes de droit international privé (2nd volume)"|"Folkerett i Fredstid. The Law of Nations in times of Peace"|"C. John Colombos"|"J. C. Aird"|"FCLVQC561216984"|"FCLVQC561216984"|""
"cho_byil_1933_0014_000_0000"|"41"|"41"|"International Government"|"Principes de droit international privé (2nd volume)"|"Alfred Zimmern"|"C. John Colombos"|"DHXCMD066996478"|"DHXCMD066996478"|""
"cho_byil_1933_0014_000_0000"|"42"|"42"|"Fontes Juris Gentium. Series B, Sect. I, Tom. I, Pars I, Digest of the diplomatic correspondence of the European States, 1856-71"|"International Government"|"J. L. B."|"Alfred Zimmern"|"TCMBDH907981368"|"TCMBDH907981368"|""
"cho_byil_1933_0014_000_0000"|"43"|"43"|"The Permanent Court of International Justice"|"Fontes Juris Gentium. Series B, Sect. I, Tom. I, Pars I, Digest of the diplomatic correspondence of the European States, 1856-71"|"E."|"J. L. B."|"UOURMP428847131"|"UOURMP428847131"|""
"cho_byil_1933_0014_000_0000"|"44"|"44"|"L'Organisation des Commissions de Conciliation d'aprés les Traités suisses"|"The Permanent Court of International Justice"|"I. W. Y."|"E."|"GTGYAH333582221"|"GTGYAH333582221"|""
"cho_byil_1933_0014_000_0000"|"45"|"45"|"Le Droit International Public de la Mer"|"L'Organisation des Commissions de Conciliation d'aprés les Traités suisses"|"A. Pearce Higgins"|"I. W. Y."|"FGEGPQ839990388"|"FGEGPQ839990388"|""
"cho_byil_1933_0014_000_0000"|"46"|"46"|"La Coutume en droit constitutionnel interne et en droit constitutionnel international"|"Le Droit International Public de la Mer"|"J. L. B."|"A. Pearce Higgins"|"NVZAKF585560251"|"NVZAKF585560251"|""
"cho_byil_1933_0014_000_0000"|"47"|"47"|"Lehrbuch des Völkerrechts.(Second and last Part.)"|"La Coutume en droit constitutionnel interne et en droit constitutionnel international"|"H. L."|"J. L. B."|"TPKRCI881502384"|"TPKRCI881502384"|""
"cho_byil_1933_0014_000_0000"|"48"|"48"|"Die Immunität der Nicht-Diplomaten: ein Beitrag zur Kodifikation des Völkerrechts"|"Lehrbuch des Völkerrechts.(Second and last Part.)"|"P. M. R."|"H. L."|"CXJOMB022459390"|"CXJOMB022459390"|""
"cho_byil_1933_0014_000_0000"|"49"|"49"|"Das deutsche internationale Privatrecht auf Grundlage der Rechtssprechung"|"Die Immunität der Nicht-Diplomaten: ein Beitrag zur Kodifikation des Völkerrechts"|"V. R. Idelson"|"P. M. R."|"FBTVZS005458941"|"FBTVZS005458941"|""
"cho_byil_1933_0014_000_0000"|"50"|"50"|"The Law of the Air"|"Das deutsche internationale Privatrecht auf Grundlage der Rechtssprechung"|"E."|"V. R. Idelson"|"DNREYS982212579"|"DNREYS982212579"|""
"cho_byil_1933_0014_000_0000"|"51"|"51"|"International Law in National Courts"|"The Law of the Air"|"A. D. McN."|"E."|"UOHKMN120089299"|"UOHKMN120089299"|""
"cho_byil_1933_0014_000_0000"|"52"|"52"|"Der Lotusfall vor dem Weltgerichtshof"|"International Law in National Courts"|"J. F. W."|"A. D. McN."|"HTUJWV794132584"|"HTUJWV794132584"|""
"cho_byil_1933_0014_000_0000"|"53"|"53"|"International Servitudes in Law and Practice"|"Der Lotusfall vor dem Weltgerichtshof"|"A. D. McN."|"J. F. W."|"XGNAPB385025352"|"XGNAPB385025352"|""
"cho_byil_1933_0014_000_0000"|"54"|"54"|"A Guide to Diplomatic Practice"|"International Servitudes in Law and Practice"|"C."|"A. D. McN."|"MTXXDK180089264"|"MTXXDK180089264"|""
"cho_byil_1933_0014_000_0000"|"55"|"55"|"Vers la Paix Organisée"|"A Guide to Diplomatic Practice"|"Alfred Zimmern"|"C."|"XXODUF129792343"|"XXODUF129792343"|""
"cho_byil_1933_0014_000_0000"|"56"|"56"|"Great Britain and the Law of Nations: A Collection of Documents illustrating the views of the Government of the United Kingdom upon matters of International Law"|"Vers la Paix Organisée"|"A. P. H."|"Alfred Zimmern"|"CHCPAZ631118711"|"CHCPAZ631118711"|""
"cho_byil_1933_0014_000_0000"|"57"|"57"|"An International Air Force"|"Great Britain and the Law of Nations: A Collection of Documents illustrating the views of the Government of the United Kingdom upon matters of International Law"|"C."|"A. P. H."|"AQKJZB636928228"|"AQKJZB636928228"|""
"cho_byil_1933_0014_000_0000"|"58"|"58"|"International Guarantees of Minority Rights"|"An International Air Force"|"W."|"C."|"KCYCLU922211477"|"KCYCLU922211477"|""
"cho_byil_1933_0014_000_0000"|"59"|"59"|"Dicey's Conflict of Laws"|"International Guarantees of Minority Rights"|"G."|"W."|"OVKPBV619015929"|"OVKPBV619015929"|""
"cho_byil_1933_0014_000_0000"|"60"|"60"|"Wandlung des Neutralitätsbegriffes"|"Dicey's Conflict of Laws"|"A. P. H."|"G."|"BESOPW010909939"|"BESOPW010909939"|""
"cho_byil_1933_0014_000_0000"|"61"|"61"|"Blockade im Weltkrieg"|"Wandlung des Neutralitätsbegriffes"|"A. P. H."|"A. P. H."|"QDUQHI080335504"|"QDUQHI080335504"|""
"cho_byil_1933_0014_000_0000"|"62"|"62"|"Das Verhältnis der französischen Bündnisverträge zum Völkerbundpakt and zum Pakt von Locarno. Eine juristisch-politische Studie"|"Blockade im Weltkrieg"|"H. L."|"A. P. H."|"CYJJSJ158770212"|"CYJJSJ158770212"|""
"cho_byil_1933_0014_000_0000"|"63"|"63"|"Einstweilige Verfügungen des Weltgerichtshofs, ihr Wesen und ihre Grenzen"|"Das Verhältnis der französischen Bündnisverträge zum Völkerbundpakt and zum Pakt von Locarno. Eine juristisch-politische Studie"|"H. L."|"H. L."|"EWKKWX912973425"|"EWKKWX912973425"|""
"cho_byil_1933_0014_000_0000"|"64"|"64"|"Die Voraussetzungen für die Anwendung von Völkerbund-zwangsmassnahmen"|"Einstweilige Verfügungen des Weltgerichtshofs, ihr Wesen und ihre Grenzen"|"H. L."|"H. L."|"YPJJHO037272906"|"YPJJHO037272906"|""
"cho_byil_1933_0014_000_0000"|"65"|"65"|"Verträge in Gunsten und in Lasten Dritter im Völkerrecht"|"Die Voraussetzungen für die Anwendung von Völkerbund-zwangsmassnahmen"|"H. L."|"H. L."|"UFUEKT741627751"|"UFUEKT741627751"|""
"cho_byil_1933_0014_000_0000"|"66"|"66"|"The Protection of Nationals. A Study in the application of International Law"|"Verträge in Gunsten und in Lasten Dritter im Völkerrecht"|"E."|"H. L."|"TFEBRT241135359"|"TFEBRT241135359"|""
"cho_byil_1933_0014_000_0000"|"67"|"67"|"Der Völkerbund: Systematische Darstellung seiner Gestaltung in der politischen und rechtlichen Wirklichkeit"|"The Protection of Nationals. A Study in the application of International Law"|"B."|"E."|"JDNXWE787781387"|"JDNXWE787781387"|""
"cho_byil_1933_0014_000_0000"|"68"|"68"|"Reviews of Current Periodicals"|"Der Völkerbund: Systematische Darstellung seiner Gestaltung in der politischen und rechtlichen Wirklichkeit"|""|"B."|"PTYCSW954635332"|"PTYCSW954635332"|""
"cho_byil_1933_0014_000_0000"|"69"|"69"|"The American Journal of International Law, 1932.(Vol. XXVI.)"|"Reviews of Current Periodicals"|"A. P. H."|""|"QKPHYZ851514753"|"QKPHYZ851514753"|""
"cho_byil_1933_0014_000_0000"|"70"|"70"|"Revue Générale de Droit International Public, publiée par Marcel Sibert. 3me Série. Tome VI. 1932. Paris: A. Pedone"|"The American Journal of International Law, 1932.(Vol. XXVI.)"|"W."|"A. P. H."|"VYNYBJ361734150"|"VYNYBJ361734150"|""
"cho_byil_1933_0014_000_0000"|"71"|"71"|"Journal du Droit International, Tome LIX, 1932"|"Revue Générale de Droit International Public, publiée par Marcel Sibert. 3me Série. Tome VI. 1932. Paris: A. Pedone"|"H. C. G."|"W."|"GSMBVQ418067292"|"GSMBVQ418067292"|""
"cho_byil_1933_0014_000_0000"|"72"|"72"|"Revue de Droit International et de Législation Comparée. Tome XIII, 1932"|"Journal du Droit International, Tome LIX, 1932"|"C."|"H. C. G."|"WVJPZY666072111"|"WVJPZY666072111"|""
"cho_byil_1933_0014_000_0000"|"73"|"73"|"Zeitschrift für öffentliches Recht. Band XII, 1932"|"Revue de Droit International et de Législation Comparée. Tome XIII, 1932"|"B. E. K."|"C."|"YDAKCX591567022"|"YDAKCX591567022"|""
"cho_byil_1933_0014_000_0000"|"74"|"74"|"Niemeyers Zeitschrift für Internationales Recht. Band XXXV und XXXVI.(Redaktions- und Verlagsbüro, Kiel, Kitzeberg 22)"|"Zeitschrift für öffentliches Recht. Band XII, 1932"|"J. F. W."|"B. E. K."|"LNGWKU696244364"|"LNGWKU696244364"|""
"cho_byil_1933_0014_000_0000"|"75"|"75"|"The Journal of Comparative Legislation and International Law, Vol. XIV, 1932"|"Niemeyers Zeitschrift für Internationales Recht. Band XXXV und XXXVI.(Redaktions- und Verlagsbüro, Kiel, Kitzeberg 22)"|"W. I. J."|"J. F. W."|"YLZTGS663828877"|"YLZTGS663828877"|""
"cho_byil_1933_0014_000_0000"|"76"|"76"|"Bibliography"|"The Journal of Comparative Legislation and International Law, Vol. XIV, 1932"|""|"W. I. J."|"NJFBNN204857775"|"NJFBNN204857775"|""
"cho_byil_1934_0015_000_0000"|"35"|"35"|"Académie de Droit International: Recueil des Cours, 1932. Vols. 39-42 of the series. 3, 102 pages in all. Paris: Sirey"|"Reviews of Books"|"J. L. B."|""|"ZFXSEN014730500"|"ZFXSEN014730500"|""
"cho_byil_1934_0015_000_0000"|"36"|"36"|"Tratado de Direito Internacional Publico. Tomo I"|"Académie de Droit International: Recueil des Cours, 1932. Vols. 39-42 of the series. 3, 102 pages in all. Paris: Sirey"|"H. C. G."|"J. L. B."|"EAIJYV374864214"|"EAIJYV374864214"|""
"cho_byil_1934_0015_000_0000"|"37"|"37"|"The Position of Foreign States before National Courts"|"Tratado de Direito Internacional Publico. Tomo I"|"G."|"H. C. G."|"OVRZGT671520291"|"OVRZGT671520291"|""
"cho_byil_1934_0015_000_0000"|"38"|"38"|"Treaty-making Procedure, a Comparative Study of the Methods obtaining in Different States"|"The Position of Foreign States before National Courts"|"G. R. W."|"G."|"KBWHPL411410104"|"KBWHPL411410104"|""
"cho_byil_1934_0015_000_0000"|"39"|"39"|"Diplomatic and Consular Laws and Regulations"|"Treaty-making Procedure, a Comparative Study of the Methods obtaining in Different States"|"E."|"G. R. W."|"NXBHDN738047385"|"NXBHDN738047385"|""
