PSMID|Fulltitle|Article Sequence|Title|CHO Pub Type|Aucomposed|Prefix|First|Middle|Last|Suffix|Atlas Hub UID|PNA Notes
cho_wtxx_1949_0005_000_0000|The World Today|101|The Campaign in Malaya|Journals|B. N. R.||B.|N.|R.|||can't ID
cho_book_1979_brownlie_000_0000|African Boundaries|130|Mozambique-Swaziland|Books|B. Nicholson||B.||Nicholson|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|123|Book Review: South and South-East Asia|Journals|B. R. P.||B.|R.|P.|||can't ID
cho_wtxx_1957_0013_000_0000|The World Today|81|The Middle East since Suez|Journals|B. S.-E.||B.||S.-E.|||can't ID
cho_wtxx_1966_0022_000_0000|The World Today|59|Political trends in India|Journals|B. Shiva Rao||B.|Shiva|Rao||14870870|
cho_iaxx_1962_0038_000_0000|International Affairs|59|Book Review: Africa|Journals|B. W. Andrzejewski||B.|W.|Andrzejewski||17947056|
cho_book_1979_brownlie_000_0000|African Boundaries|86|Central African Empire-Za?re|Books|Baron C. Goffinet||Baron|C.|Goffinet|||no occupation fuond; Belgian
cho_book_1979_brownlie_000_0000|African Boundaries|118|Angola-Namibia (South West Africa)|Books|Baron De Schmidthals||Baron||De Schmidthals|||can't ID
cho_wtxx_1959_0015_000_0000|The World Today|76|The World's Refugees|Journals|Baroness Elliot of Harwood||||Baroness Elliot of Harwood||22375617|
cho_iaxx_1962_0038_000_0000|International Affairs|79|Book Review: Philosophy and Politics|Journals|Beate Ruhm Von Oppen||Beate|Ruhm Von|Oppen||22375621|
cho_iaxx_1962_0038_000_0000|International Affairs|87|Book Review: Europe|Journals|Beate Ruhm Von Oppen||Beate|Ruhm Von|Oppen||22375621|
cho_iaxx_1964_0040_000_0000|International Affairs|51|Book Review: U.S.S.R. and Soviet Bloc|Journals|Beate Ruhm Von Oppen||Beate|Ruhm Von|Oppen||22375621|
cho_book_1979_brownlie_000_0000|African Boundaries|91|Congo (Brazzaville)-Za?re|Books|Beau||||Beau|||can't ID
cho_book_1979_brownlie_000_0000|African Boundaries|76|Burundi-Za?re|Books|Benjamin Thaw Jr.||Benjamin||Thaw|Jr.|22309049|
cho_iaxx_1962_0038_000_0000|International Affairs|111|Book Review: Biography and Autobiography|Journals|Bernard Moore||Bernard||Moore||14318911|
cho_iaxx_1962_0038_000_0000|International Affairs|28|Book Review: South and South East Asia|Journals|Birdwood||||Birdwood||14585446|
cho_book_1979_brownlie_000_0000|African Boundaries|97|Za?re-Zambia|Books|Bn. Moncheur||Bn.||Moncheur||22309051|
cho_book_1979_brownlie_000_0000|African Boundaries|29|Algeria-Libya|Books|Bonin||||Bonin|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|26|Book Review: Middle East and Mediterranean|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_iaxx_1962_0038_000_0000|International Affairs|91|Book Review: South and South East Asia|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_iaxx_1962_0038_000_0000|International Affairs|123|Book Review: South and South-East Asia|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_iaxx_1964_0040_000_0000|International Affairs|55|Book Review: Far East and Pacific|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_iaxx_1964_0040_000_0000|International Affairs|71|The Struggle for the Third World|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_iaxx_1964_0040_000_0000|International Affairs|86|Book Review: Far East and Pacific|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_wtxx_1962_0018_000_0000|The World Today|52|Indonesia: Retrospect and Prospect|Journals|Brian Crozier||Brian||Crozier||13553498|
cho_wtxx_1966_0022_000_0000|The World Today|81|The post-plenum development of China's Proletarian Cultural Revolution|Journals|Brian Hook||Brian||Hook||22322683|
cho_iaxx_1962_0038_000_0000|International Affairs|117|Book Review: Latin America and Caribbean|Journals|C. A. M. Hennessy||C.|A. M.|Hennessy||22293108|
cho_iaxx_1964_0040_000_0000|International Affairs|58|Book Review: Latin America and Caribbean|Journals|C. A. M. Hennessy||C.|A. M.|Hennessy||22293108|
cho_iaxx_1964_0040_000_0000|International Affairs|119|Book Review: Latin America and Caribbean|Journals|C. A. M. Hennessy||C.|A. M.|Hennessy||22293108|
cho_iaxx_1962_0038_000_0000|International Affairs|51|Book Review: Second World War and its Origins|Journals|C. A. MacAartney||C.|A.|MacAartney||14716704|
cho_iaxx_1962_0038_000_0000|International Affairs|80|Book Review: History|Journals|C. A. MacArtney||C.|A.|MacArtney||14716704|
cho_iaxx_1962_0038_000_0000|International Affairs|59|Book Review: Africa|Journals|C. A. W. Manning||C.|A. W.|Manning||22375639|
cho_wtxx_1949_0005_000_0000|The World Today|108|Hungary as a Dictatorship of the Proletariat|Journals|C. D. S.||C.|D.|S.|||can't ID
cho_book_1979_brownlie_000_0000|African Boundaries|58|Guinea-Sierra Leone|Books|C. E. Birch||C.|E.|Birch|||no bio info found
cho_wtxx_1961_0017_000_0000|The World Today|26|South Africa's Withdrawal and What it May Mean|Journals|C. E. C.||C.|E.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|11|Decolonization: The Last Stages|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|27|Book Review: Africa|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|51|Book Review: Second World War and its Origins|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|52|Book Review: The Commonwealth and Britain|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|78|Book Review: International Affairs|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|79|Book Review: Philosophy and Politics|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|80|Book Review: History|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|86|Book Review: The Commonwealth and Britain|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|90|Book Review: Africa|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|101|Between the Commonwealth and Europe|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|110|Book Review: Bibliography and Reference|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1962_0038_000_0000|International Affairs|121|Book Review: Philosophy and Politics|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1964_0040_000_0000|International Affairs|15|Book Review: History|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1964_0040_000_0000|International Affairs|45|Book Review: History|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_iaxx_1964_0040_000_0000|International Affairs|84|Book Review: Africa|Journals|C. E. Carrington||C.|E.|Carrington||14312621|
cho_book_1979_brownlie_000_0000|African Boundaries|82|Cameroun-Nigeria|Books|C. E. King||C.|E.|King||22309053|
cho_book_1979_brownlie_000_0000|African Boundaries|70|Niger-Nigeria|Books|C. F. Close||C.|F.|Close||22309055|
cho_book_1979_brownlie_000_0000|African Boundaries|96|Uganda-Za?re|Books|C. F. Close||C.|F.|Close||22309055|
cho_book_1979_brownlie_000_0000|African Boundaries|113|Rwanda-Uganda|Books|C. F. Close||C.|F.|Close||22309055|
cho_iaxx_1962_0038_000_0000|International Affairs|25|Book Review: U.S.S.R.|Journals|C. G.||C.||G.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|29|Book Review: Far East and Pacific|Journals|C. G.||C.||G.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|57|Book Review: U.S.S.R.|Journals|C. G.||C.||G.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|88|Book Review: U.S.S.R.|Journals|C. G.||C.||G.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|124|Book Review: U.S.S.R.|Journals|C. G.||C.||G.|||can't ID
cho_wtxx_1966_0022_000_0000|The World Today|84|Diversion of the Jordan waters|Journals|C. G. Smith||C.|G.|Smith||22375656|
cho_iaxx_1962_0038_000_0000|International Affairs|92|Book Review: Far East and Pacific|Journals|C. Green||C.||Green|||can't ID
cho_wtxx_1949_0005_000_0000|The World Today|28|Unesco in 1948|Journals|C. H. D.||C.|H.|D.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|30|Book Review: North America|Journals|C. J. C.||C.|J.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|62|Book Review: North America|Journals|C. J. C.||C.|J.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|83|Book Review: Biography|Journals|C. J. C.||C.|J.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|93|Book Review: North America|Journals|C. J. C.||C.|J.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|120|Book Review: North America|Journals|C. J. C.||C.|J.|C.|||can't ID
cho_iaxx_1964_0040_000_0000|International Affairs|111|Book Review: Europe|Journals|C. J. Hughes||C.|J.|Hughes||14522813|
cho_iaxx_1962_0038_000_0000|International Affairs|84|Book Review: Law|Journals|C. John Colombos||C.|John|Colombos||22375675|
cho_iaxx_1964_0040_000_0000|International Affairs|47|Book Review: Law|Journals|C. John Colombos||C.|John|Colombos||22375675|
cho_iaxx_1962_0038_000_0000|International Affairs|47|Book Review: Philosophy and Politics|Journals|C. M. C.||C.|M.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|51|Book Review: Second World War and its Origins|Journals|C. M. C.||C.|M.|C.|||can't ID
cho_wtxx_1961_0017_000_0000|The World Today|26|South Africa's Withdrawal and What it May Mean|Journals|C. M. C.||C.|M.|C.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|52|Book Review: The Commonwealth and Britain|Journals|C. M. Woodhouse||C.|M.|Woodhouse||15058216|
cho_iaxx_1962_0038_000_0000|International Affairs|81|Book Review: War and Strategy|Journals|C. M. Woodhouse||C.|M.|Woodhouse||15058216|
cho_iaxx_1962_0038_000_0000|International Affairs|125|Book Review: War and Strategy|Journals|C. M. Woodhouse||C.|M.|Woodhouse||15058216|
cho_iaxx_1964_0040_000_0000|International Affairs|48|Book Review: Military|Journals|C. M. Woodhouse||C.|M.|Woodhouse||15058216|
cho_iaxx_1964_0040_000_0000|International Affairs|109|Book Review: Military|Journals|C. M. Woodhouse||C.|M.|Woodhouse||15058216|
cho_wtxx_1959_0015_000_0000|The World Today|62|Laos and the Communists|Journals|C. MacD||C.||MacD|||can't ID
cho_wtxx_1957_0013_000_0000|The World Today|35|Yugoslavia Revisited|Journals|C. N.||C.||N.|||can't ID
cho_wtxx_1954_0010_000_0000|The World Today|61|The European Defence Community|Journals|C. N. J.||C.|N.|J.|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|55|Book Review: Economic and Social|Journals|C. P. Blacker||C.|P.|Blacker||14389452|
cho_iaxx_1962_0038_000_0000|International Affairs|117|Book Review: Latin America and Caribbean|Journals|C. R. Boxer||C.|R.|Boxer||14383444|
cho_book_1979_brownlie_000_0000|African Boundaries|103|Ethiopia-Kenya|Books|C. W. Gwynn||C.|W.|Gwynn||22221816|
cho_book_1979_brownlie_000_0000|African Boundaries|101|Djibouti-Ethiopia|Books|Camille Barr?re||Camille||Barr?re||14545968|
cho_book_1979_brownlie_000_0000|African Boundaries|129|Mozambique-South Africa|Books|Camillo Laroche Semedo||Camillo|Laroche|Semedo|||no bio info found, possibly Portuguese naval officer
cho_book_1979_brownlie_000_0000|African Boundaries|130|Mozambique-Swaziland|Books|Camillo Laroche Semedo||Camillo|Laroche|Semedo|||no bio info found, possibly Portuguese naval officer
cho_book_1979_brownlie_000_0000|African Boundaries|119|Angola-Zambia|Books|Care H. De Wet||Care|H.|De Wet|||no bio info found
cho_book_1979_brownlie_000_0000|African Boundaries|75|Angola-Za?re|Books|Carlos Roma Du Bocage||Carlos|Roma Du|Bocage||22309061|
cho_wtxx_1969_0025_000_0000|The World Today|26|Plans to Strengthen EFTA|Journals|Caroline Miles||Caroline||Miles||22300290|
cho_iaxx_1962_0038_000_0000|International Affairs|109|Book Review: Africa|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|23|Book Review: Africa|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|53|Book Review: Africa|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|73|The African States and the United Nations 1958-1964|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|77|Book Review: International|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|84|Book Review: Africa|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|107|Book Review: International|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|114|Book Review: Africa|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_wtxx_1965_0021_000_0000|The World Today|12|Notes of the month: The Tshombe regime|Journals|Catherine Hoskyns||Catherine||Hoskyns||22297268|
cho_iaxx_1964_0040_000_0000|International Affairs|78|Book Review: Law|Journals|Cedric Thornberry||Cedric||Thornberry||22375678|
cho_wtxx_1966_0022_000_0000|The World Today|65|U.S. hegemony and the future of Latin America|Journals|Celso Furtado||Celso||Furtado||13700825|
cho_book_1979_brownlie_000_0000|African Boundaries|130|Mozambique-Swaziland|Books|Cesar Augusto De O. Moura Braz||Cesar|Augusto|De O. Moura Braz||22309063|
cho_book_1979_brownlie_000_0000|African Boundaries|129|Mozambique-South Africa|Books|Cesar Augusto D'ol||Cesar|Augusto|D'ol|||can't ID
cho_wtxx_1975_0031_000_0000|The World Today|31|Italy in the European Community and the Atlantic Alliance|Journals|Cesare Merlini||Cesare||Merlini||22320557|
cho_book_1979_brownlie_000_0000|African Boundaries|91|Congo (Brazzaville)-Za?re|Books|Ch. Rouvier|Ch.|||Rouvier|||can't ID
cho_iaxx_1962_0038_000_0000|International Affairs|60|Book Review: South and South East Asia|Journals|Charles Fisher||Charles||Fisher||14523600|
cho_wtxx_1962_0018_000_0000|The World Today|41|The Failure of the West Indies Federation|Journals|Charles H. Archibald||Charles|H.|Archibald|||no bio info found
cho_book_1979_brownlie_000_0000|African Boundaries|108|Kenya-Tanzania|Books|Charles Stewart Smith||Charles|Stewart|Smith|||can't ID, possibly British naval officer and consul, 1859-2/27/1934 Clent, UK, http://www.stanford.edu/group/auden/cgi-bin/auden/individual.php?pid=I11972&ged=auden-bicknell.ged
cho_book_1979_brownlie_000_0000|African Boundaries|70|Niger-Nigeria|Books|Charles Strachey||Charles||Strachey||22309066|
cho_book_1979_brownlie_000_0000|African Boundaries|111|Mozambique-Tanzania|Books|Charles Wingfield||Charles||Wingfield||22309068|
cho_book_1979_brownlie_000_0000|African Boundaries|93|Rwanda-Za?re|Books|Chev. Van Der Elst|Chev.|||Van Der Elst||22309070|
cho_book_1979_brownlie_000_0000|African Boundaries|96|Uganda-Za?re|Books|Chevalier Von Der Est||Chevalier||Von Der Est||22309070|
cho_iaxx_1962_0038_000_0000|International Affairs|82|Book Review: Second World War and its Origins|Journals|Christopher Burney||Christopher||Burney||22375695|
cho_iaxx_1962_0038_000_0000|International Affairs|24|Book Review: Europe|Journals|Christopher Johnson||Christopher||Johnson|||can't ID, possibly Johnson, Christopher, British journalist and author, b. 6/12/1931 London; UID 14306908
cho_wtxx_1969_0025_000_0000|The World Today|42|Peru's long-standing problems|Journals|Christopher Roper||Christopher||Roper||22375702|
cho_wtxx_1962_0018_000_0000|The World Today|73|The Struggle for Power in Algeria|Journals|Clare Hollingworth||Clare||Hollingworth||14540557|
cho_wtxx_1975_0031_000_0000|The World Today|86|Securing China's defences|Journals|Clare Hollingworth||Clare||Hollingworth||14540557|
cho_wtxx_1975_0031_000_0000|The World Today|41|Europe and the Third World after Lom?|Journals|Claude Cheysson||Claude||Cheysson||22293201|
cho_iaxx_1964_0040_000_0000|International Affairs|28|Book Review: Latin America and Caribbean|Journals|Claudio Veliz||Claudio||Veliz||14465716|
cho_iaxx_1964_0040_000_0000|International Affairs|58|Book Review: Latin America and Caribbean|Journals|Claudio Veliz||Claudio||Veliz||14465716|
cho_iaxx_1964_0040_000_0000|International Affairs|89|Book Review: Latin America and Caribbean|Journals|Claudio Veliz||Claudio||Veliz||14465716|
cho_iaxx_1964_0040_000_0000|International Affairs|119|Book Review: Latin America and Caribbean|Journals|Claudio Veliz||Claudio||Veliz||14465716|
cho_wtxx_1965_0021_000_0000|The World Today|24|Notes of the month: Obstacles to change in Latin America|Journals|Claudio Veliz||Claudio||Veliz||14465716|
cho_iaxx_1962_0038_000_0000|International Affairs|17|Book Review: Philosophy and Politics|Journals|Clifford J. Parsons||Clifford|J.|Parsons||22321970|
cho_wtxx_1961_0017_000_0000|The World Today|47|Background to the Angola Crisis|Journals|Clifford J. Parsons||Clifford|J.|Parsons||22321970|
cho_iaxx_1962_0038_000_0000|International Affairs|54|Book Review: Law|Journals|Clive Parry||Clive||Parry||14867695|
cho_iaxx_1962_0038_000_0000|International Affairs|84|Book Review: Law|Journals|Clive Parry||Clive||Parry||14867695|
cho_iaxx_1964_0040_000_0000|International Affairs|17|Book Review: Law|Journals|Clive Parry||Clive||Parry||14867695|
cho_iaxx_1964_0040_000_0000|International Affairs|47|Book Review: Law|Journals|Clive Parry||Clive||Parry||14867695|
cho_iaxx_1962_0038_000_0000|International Affairs|88|Book Review: U.S.S.R.|Journals|Colin Clark||Colin||Clark||14644358|
cho_iaxx_1962_0038_000_0000|International Affairs|21|Book Review: Biography|Journals|Colin Legum||Colin||Legum||13781084|
cho_iaxx_1962_0038_000_0000|International Affairs|27|Book Review: Africa|Journals|Colin Legum||Colin||Legum||13781084|
cho_iaxx_1962_0038_000_0000|International Affairs|59|Book Review: Africa|Journals|Colin Legum||Colin||Legum||13781084|
cho_wtxx_1961_0017_000_0000|The World Today|49|Economic Commission for Africa: Progress Report|Journals|Colin Legum||Colin||Legum||13781084|
cho_wtxx_1962_0018_000_0000|The World Today|68|Constitution-Making in The Congo|Journals|Colin Legum||Colin||Legum||13781084|
